date,stock_id,HoldingSharesLevel,people,percent,unit
2026-05-22,2506,"10,001-15,000",370,1.17,4544624
2026-05-22,3306,"30,001-40,000",41,2.96,1501909
2026-05-22,7547,1-999,638,0.22,75039
2026-05-22,2497,"10,001-15,000",203,1.96,2568861
2026-05-22,3317,"15,001-20,000",158,3.14,2828258
2026-05-22,2497,"5,001-10,000",702,4.17,5466894
2026-05-22,2497,1-999,2938,0.32,426668
2026-05-22,2501,"20,001-30,000",756,1.64,19108598
2026-05-22,2497,"200,001-400,000",16,3.15,4132366
2026-05-22,2505,"10,001-15,000",423,1.37,5243326
2026-05-22,2505,"15,001-20,000",248,1.18,4507377
2026-05-22,2505,"20,001-30,000",223,1.48,5631863
2026-05-22,3164,"more than 1,000,001",15,39.72,34167563
2026-05-22,2497,"1,000-5,000",7842,10.99,14387246
2026-05-22,2504,"20,001-30,000",881,1.87,22169548
2026-05-22,3168,"200,001-400,000",16,6.39,4799398
2026-05-22,3168,"50,001-100,000",41,3.79,2852764
2026-05-22,2732,"more than 1,000,001",14,53.59,24930196
2026-05-22,2732,"15,001-20,000",55,2.11,984100
2026-05-22,1762,"1,000-5,000",5533,14.2,10928633
2026-05-22,8467,"more than 1,000,001",14,73.88,35740684
2026-05-22,1762,1-999,47947,1.7,1308293
2026-05-22,1598,"15,001-20,000",205,2.03,3646572
2026-05-22,3167,"30,001-40,000",31,1.22,1106009
2026-05-22,3323,"1,000-5,000",15404,30.11,29954386
2026-05-22,3323,"5,001-10,000",1680,13.21,13146276
2026-05-22,3323,"10,001-15,000",455,5.78,5749995
2026-05-22,3323,"15,001-20,000",263,4.88,4853501
2026-05-22,3323,"20,001-30,000",178,4.57,4546922
2026-05-22,2405,"100,001-200,000",185,7.6,26102456
2026-05-22,3323,"40,001-50,000",47,2.18,2172253
2026-05-22,3323,"50,001-100,000",87,6.15,6121693
2026-05-22,2732,"800,001-1,000,000",0,0.0,0
2026-05-22,1762,"10,001-15,000",188,3.14,2418551
2026-05-22,1516,"400,001-600,000",2,2.21,887000
2026-05-22,3305,"400,001-600,000",5,1.63,2364000
2026-05-22,1591,"50,001-100,000",60,11.07,4215506
2026-05-22,2756,"800,001-1,000,000",1,4.05,998275
2026-05-22,1591,"100,001-200,000",16,5.9,2247913
2026-05-22,1591,"400,001-600,000",7,9.42,3585229
2026-05-22,2732,"600,001-800,000",0,0.0,0
2026-05-22,1591,"800,001-1,000,000",1,2.27,864000
2026-05-22,5304,"5,001-10,000",622,1.41,4626441
2026-05-22,5304,1-999,26418,1.84,6023424
2026-05-22,2428,1-999,5084,0.59,760157
2026-05-22,1626,"10,001-15,000",188,1.49,2242293
2026-05-22,1595,"5,001-10,000",352,5.2,2849504
2026-05-22,1595,"10,001-15,000",78,1.82,999248
2026-05-22,1595,"15,001-20,000",49,1.68,919487
2026-05-22,3310,"20,001-30,000",24,0.81,611275
2026-05-22,3310,"10,001-15,000",50,0.85,641757
2026-05-22,3310,"5,001-10,000",109,1.11,836743
2026-05-22,1591,"40,001-50,000",40,4.93,1879000
2026-05-22,1752,"50,001-100,000",52,3.51,3551483
2026-05-22,1591,total,32804,100.0,38048047
2026-05-22,4722,"50,001-100,000",67,4.85,4998797
2026-05-22,4542,1-999,1510,0.59,205139
2026-05-22,3373,"5,001-10,000",783,11.41,5435608
2026-05-22,4542,"100,001-200,000",20,7.9,2735539
2026-05-22,3322,差異數調整（說明4）,0,0.0,0
2026-05-22,3303,"800,001-1,000,000",2,2.08,1960000
2026-05-22,3303,"more than 1,000,001",16,36.54,34385033
2026-05-22,3303,total,14157,100.0,94090607
2026-05-22,1752,total,8475,100.0,100988472
2026-05-22,3557,"20,001-30,000",136,3.86,3256957
2026-05-22,1752,"more than 1,000,001",11,57.58,58154984
2026-05-22,1762,"30,001-40,000",62,2.91,2244936
2026-05-22,1752,"200,001-400,000",10,2.61,2636102
2026-05-22,1904,"10,001-15,000",2293,2.55,28349111
2026-05-22,1813,"400,001-600,000",8,7.98,3725393
2026-05-22,4541,total,45189,100.0,67647068
2026-05-22,3308,"30,001-40,000",28,1.64,988120
2026-05-22,1443,"20,001-30,000",37,0.68,931229
2026-05-22,1443,"10,001-15,000",64,0.59,806064
2026-05-22,8422,"15,001-20,000",4081,5.71,77669184
2026-05-22,2603,1-999,184814,1.98,42952258
2026-05-22,3167,"20,001-30,000",85,2.33,2104080
2026-05-22,1752,差異數調整（說明4）,0,0.0,0
2026-05-22,3167,total,21941,100.0,90170361
2026-05-22,3167,"15,001-20,000",47,0.94,851126
2026-05-22,3167,"5,001-10,000",296,2.54,2292541
2026-05-22,3167,1-999,15024,1.51,1367611
2026-05-22,3169,1-999,20094,0.84,534003
2026-05-22,3168,差異數調整（說明4）,0,0.0,0
2026-05-22,1443,"30,001-40,000",19,0.48,650753
2026-05-22,2419,1-999,16384,0.55,1786372
2026-05-22,1443,1-999,14562,0.63,862196
2026-05-22,3167,"40,001-50,000",30,1.52,1372729
2026-05-22,1443,"1,000-5,000",961,1.47,1999971
2026-05-22,1443,"15,001-20,000",21,0.27,376656
2026-05-22,4536,total,7903,100.0,90820000
2026-05-22,1591,"30,001-40,000",64,6.03,2295660
2026-05-22,1591,"600,001-800,000",1,1.83,700000
2026-05-22,4440,"400,001-600,000",20,14.22,9615003
2026-05-22,4440,"800,001-1,000,000",5,6.52,4409400
2026-05-22,3535,"more than 1,000,001",5,21.88,17298085
2026-05-22,4527,"400,001-600,000",5,3.03,2313127
2026-05-22,4527,"100,001-200,000",27,4.69,3576153
2026-05-22,4542,"1,000-5,000",1822,9.38,3244625
2026-05-22,3447,1-999,969,0.19,153184
2026-05-22,3447,"1,000-5,000",3812,9.8,7592839
2026-05-22,3447,"5,001-10,000",472,4.89,3789432
2026-05-22,3306,"1,000-5,000",4837,18.42,9323588
2026-05-22,1752,"30,001-40,000",46,1.64,1659188
2026-05-22,4160,"1,000-5,000",3118,20.46,5460906
2026-05-22,4160,"50,001-100,000",23,6.17,1648455
2026-05-22,4160,"40,001-50,000",13,2.16,576739
2026-05-22,4542,"200,001-400,000",6,5.36,1857200
2026-05-22,3607,"1,000-5,000",5618,10.23,12457721
2026-05-22,4541,差異數調整（說明4）,0,0.0,0
2026-05-22,3306,1-999,24430,0.88,446567
2026-05-22,6689,"200,001-400,000",12,5.18,3525827
2026-05-22,2608,"30,001-40,000",105,0.8,3777387
2026-05-22,2608,"20,001-30,000",250,1.35,6349379
2026-05-22,2608,"15,001-20,000",317,1.23,5788492
2026-05-22,4536,"40,001-50,000",32,1.62,1478243
2026-05-22,7713,"200,001-400,000",9,5.67,2578679
2026-05-22,7713,"400,001-600,000",3,3.51,1598392
2026-05-22,1443,"40,001-50,000",13,0.45,614839
2026-05-22,2754,"5,001-10,000",221,3.8,1783947
2026-05-22,1762,"40,001-50,000",40,2.41,1856609
2026-05-22,1752,"5,001-10,000",630,5.0,5059483
2026-05-22,6689,total,10335,100.0,68000000
2026-05-22,6689,"40,001-50,000",30,2.04,1389642
2026-05-22,6689,"50,001-100,000",36,3.85,2621040
2026-05-22,6689,"100,001-200,000",22,4.37,2978345
2026-05-22,2754,"15,001-20,000",37,1.43,674000
2026-05-22,3305,差異數調整（說明4）,0,0.0,0
2026-05-22,1591,"20,001-30,000",102,6.64,2527717
2026-05-22,1762,"5,001-10,000",700,7.15,5501817
2026-05-22,2754,"1,000-5,000",1877,7.51,3523131
2026-05-22,3374,"50,001-100,000",106,2.65,7217138
2026-05-22,3374,total,56091,100.0,271364316
2026-05-22,4190,差異數調整（說明4）,0,0.0,0
2026-05-22,3373,"1,000-5,000",5141,20.83,9923161
2026-05-22,1413,"800,001-1,000,000",4,2.93,3872963
2026-05-22,4137,"800,001-1,000,000",2,2.3,1905471
2026-05-22,4160,差異數調整（說明4）,0,0.0,0
2026-05-22,8467,total,1711,100.0,48373575
2026-05-22,1762,"20,001-30,000",136,4.56,3511289
2026-05-22,1752,"15,001-20,000",111,2.0,2024118
2026-05-22,1752,"20,001-30,000",95,2.4,2429850
2026-05-22,1752,"40,001-50,000",31,1.44,1456175
2026-05-22,2371,"10,001-15,000",6245,3.67,79078630
2026-05-22,2371,"20,001-30,000",3556,4.22,90780334
2026-05-22,1623,"100,001-200,000",9,2.08,1374632
2026-05-22,3374,"30,001-40,000",119,1.57,4283546
2026-05-22,2754,"10,001-15,000",81,2.18,1026029
2026-05-22,4137,"400,001-600,000",5,2.81,2324823
2026-05-22,4160,"200,001-400,000",11,10.68,2852500
2026-05-22,8467,"800,001-1,000,000",0,0.0,0
2026-05-22,1512,"200,001-400,000",21,6.18,6073976
2026-05-22,1513,"10,001-15,000",1380,3.52,17723891
2026-05-22,1513,"5,001-10,000",5545,8.57,43119591
2026-05-22,1513,"1,000-5,000",72417,25.87,130200744
2026-05-22,3308,"15,001-20,000",64,1.93,1161976
2026-05-22,1598,"10,001-15,000",446,2.98,5350930
2026-05-22,3308,"20,001-30,000",60,2.52,1515307
2026-05-22,3308,"40,001-50,000",16,1.23,742960
2026-05-22,1904,"5,001-10,000",6447,4.35,48316358
2026-05-22,1904,"1,000-5,000",57282,9.35,103672186
2026-05-22,1904,1-999,273862,0.75,8341114
2026-05-22,3557,1-999,16323,0.8,682895
2026-05-22,8467,差異數調整（說明4）,0,0.0,0
2026-05-22,4542,"400,001-600,000",12,17.9,6191992
2026-05-22,4440,"200,001-400,000",12,4.7,3178714
2026-05-22,1752,"800,001-1,000,000",4,3.48,3519611
2026-05-22,6689,"400,001-600,000",5,3.71,2528594
2026-05-22,1813,1-999,5297,2.94,1374444
2026-05-22,8467,"50,001-100,000",15,2.23,1083250
2026-05-22,3323,"100,001-200,000",26,3.65,3638661
2026-05-22,3323,"400,001-600,000",3,1.4,1401917
2026-05-22,3374,"5,001-10,000",2119,6.07,16495352
2026-05-22,3374,"1,000-5,000",30752,19.24,52236995
2026-05-22,3374,1-999,21669,1.32,3607353
2026-05-22,4131,"20,001-30,000",11,0.7,280638
2026-05-22,4131,total,3576,100.0,39879000
2026-05-22,3321,"100,001-200,000",44,7.13,6142529
2026-05-22,3322,"50,001-100,000",198,9.89,13610427
2026-05-22,2724,"20,001-30,000",19,0.84,505312
2026-05-22,1591,"5,001-10,000",453,9.31,3545230
2026-05-22,1813,"40,001-50,000",19,1.79,839019
2026-05-22,1813,"50,001-100,000",28,4.19,1955341
2026-05-22,1813,"100,001-200,000",17,4.94,2304104
2026-05-22,1752,1-999,1688,0.26,267597
2026-05-22,3311,"more than 1,000,001",9,50.04,50045984
2026-05-22,1742,"more than 1,000,001",14,71.93,66661909
2026-05-22,2424,"more than 1,000,001",5,81.75,48711479
2026-05-22,3297,"20,001-30,000",22,1.5,543853
2026-05-22,3297,"40,001-50,000",8,1.05,379000
2026-05-22,3311,"800,001-1,000,000",1,0.85,859372
2026-05-22,3297,"50,001-100,000",12,2.42,873000
2026-05-22,3297,"100,001-200,000",7,2.78,1005633
2026-05-22,3297,"200,001-400,000",10,8.21,2962823
2026-05-22,3297,"400,001-600,000",0,0.0,0
2026-05-22,7713,"10,001-15,000",16,0.45,205214
2026-05-22,1815,total,180025,100.0,585514487
2026-05-22,1905,"more than 1,000,001",28,69.13,762465633
2026-05-22,1905,"600,001-800,000",15,0.94,10465077
2026-05-22,2609,"1,000-5,000",246672,14.7,513541740
2026-05-22,2609,"5,001-10,000",34283,7.67,267918984
2026-05-22,2424,"600,001-800,000",0,0.0,0
2026-05-22,2424,"800,001-1,000,000",1,1.67,1000000
2026-05-22,1742,"600,001-800,000",6,4.43,4110523
2026-05-22,3297,total,9960,100.0,36049445
2026-05-22,3311,total,39484,100.0,100000000
2026-05-22,3312,1-999,45227,0.62,1140076
2026-05-22,3322,"200,001-400,000",30,5.92,8155648
2026-05-22,3322,"400,001-600,000",8,2.92,4027071
2026-05-22,3322,"600,001-800,000",2,0.98,1355167
2026-05-22,3322,"800,001-1,000,000",0,0.0,0
2026-05-22,3322,"20,001-30,000",322,5.82,8014304
2026-05-22,3317,差異數調整（說明4）,0,0.0,0
2026-05-22,3303,"600,001-800,000",6,4.19,3949205
2026-05-22,3322,"1,000-5,000",7432,11.49,15818238
2026-05-22,3322,"10,001-15,000",553,4.97,6842653
2026-05-22,3310,"800,001-1,000,000",4,4.73,3552000
2026-05-22,3310,"400,001-600,000",3,1.79,1342249
2026-05-22,6923,total,3703,100.0,91488000
2026-05-22,1813,"200,001-400,000",14,8.48,3956749
2026-05-22,1813,"1,000-5,000",3252,13.63,6360893
2026-05-22,2724,"15,001-20,000",23,0.69,411907
2026-05-22,2603,"800,001-1,000,000",36,1.51,32702613
2026-05-22,3311,差異數調整（說明4）,0,0.0,0
2026-05-22,8436,"400,001-600,000",11,4.31,5084967
2026-05-22,6469,"100,001-200,000",45,4.13,6207289
2026-05-22,3312,"1,000-5,000",17713,18.8,34337207
2026-05-22,3317,"600,001-800,000",2,1.65,1493115
2026-05-22,3317,"more than 1,000,001",6,22.83,20548541
2026-05-22,3310,"600,001-800,000",4,3.75,2817200
2026-05-22,3317,total,60104,100.0,90000000
2026-05-22,3322,"100,001-200,000",86,8.26,11376120
2026-05-22,4131,"40,001-50,000",3,0.31,124000
2026-05-22,4131,"50,001-100,000",16,3.14,1254154
2026-05-22,4131,"200,001-400,000",10,6.72,2681673
2026-05-22,4131,"400,001-600,000",2,2.53,1012000
2026-05-22,3556,"200,001-400,000",16,6.59,4200416
2026-05-22,4535,差異數調整（說明4）,0,0.0,0
2026-05-22,4173,"600,001-800,000",1,0.8,600449
2026-05-22,9926,"more than 1,000,001",23,73.67,132242636
2026-05-22,6469,"50,001-100,000",100,4.61,6918457
2026-05-22,8436,"800,001-1,000,000",2,1.54,1815010
2026-05-22,3297,"15,001-20,000",45,2.31,833984
2026-05-22,3297,"5,001-10,000",303,6.3,2274392
2026-05-22,3297,"1,000-5,000",3867,19.34,6974317
2026-05-22,4542,"50,001-100,000",27,5.64,1952200
2026-05-22,4542,"40,001-50,000",11,1.44,499000
2026-05-22,4542,"30,001-40,000",15,1.53,532545
2026-05-22,4160,"20,001-30,000",42,3.78,1011017
2026-05-22,4160,"15,001-20,000",33,2.16,576967
2026-05-22,4542,total,3744,100.0,34586446
2026-05-22,3447,"10,001-15,000",148,2.5,1940461
2026-05-22,4137,"more than 1,000,001",6,47.02,38790695
2026-05-22,6411,total,54705,100.0,99500631
2026-05-22,1413,total,8629,100.0,132112454
2026-05-22,3373,"600,001-800,000",1,1.38,660314
2026-05-22,1598,"5,001-10,000",1242,4.83,8666426
2026-05-22,1809,"30,001-40,000",81,1.78,2979399
2026-05-22,3311,"200,001-400,000",15,4.14,4142794
2026-05-22,2605,total,107084,100.0,585353297
2026-05-22,3447,"40,001-50,000",30,1.77,1373842
2026-05-22,1813,"5,001-10,000",365,5.82,2715781
2026-05-22,3310,"1,000-5,000",666,1.73,1302166
2026-05-22,3308,差異數調整（說明4）,0,0.0,0
2026-05-22,6689,"600,001-800,000",7,7.31,4976571
2026-05-22,6689,"more than 1,000,001",11,35.41,24081496
2026-05-22,1598,"1,000-5,000",6223,6.89,12345282
2026-05-22,1752,"600,001-800,000",3,1.97,1991000
2026-05-22,1752,"400,001-600,000",2,0.91,921000
2026-05-22,1752,"100,001-200,000",26,3.83,3869859
2026-05-22,1762,"15,001-20,000",121,2.89,2223406
2026-05-22,3308,"50,001-100,000",26,2.95,1770343
2026-05-22,3308,"100,001-200,000",11,2.62,1572950
2026-05-22,3308,"200,001-400,000",4,1.9,1141805
2026-05-22,3308,"400,001-600,000",0,0.0,0
2026-05-22,3308,"600,001-800,000",1,1.23,740680
2026-05-22,3308,"800,001-1,000,000",1,1.53,918929
2026-05-22,3308,"more than 1,000,001",6,58.86,35317708
2026-05-22,3308,total,10917,100.0,60000000
2026-05-22,3310,1-999,729,0.2,154166
2026-05-22,4536,差異數調整（說明4）,0,0.0,0
2026-05-22,1813,差異數調整（說明4）,0,0.0,0
2026-05-22,1813,total,9234,100.0,46635510
2026-05-22,1796,"20,001-30,000",39,2.38,989499
2026-05-22,1796,"15,001-20,000",45,1.99,826222
2026-05-22,1796,"10,001-15,000",59,1.83,761399
2026-05-22,1796,"1,000-5,000",1072,5.23,2169917
2026-05-22,2601,差異數調整（說明4）,0,0.0,0
2026-05-22,2603,"600,001-800,000",51,1.64,35611787
2026-05-22,4536,"more than 1,000,001",14,37.17,33765224
2026-05-22,2609,1-999,94020,0.52,18164133
2026-05-22,8438,"600,001-800,000",2,1.9,1334780
2026-05-22,8467,1-999,700,0.15,75169
2026-05-22,3311,"600,001-800,000",3,2.23,2232329
2026-05-22,3306,"5,001-10,000",509,8.01,4056557
2026-05-22,3297,"30,001-40,000",14,1.37,495000
2026-05-22,3296,差異數調整（說明4）,0,0.0,0
2026-05-22,3297,1-999,5587,2.81,1014123
2026-05-22,2605,"800,001-1,000,000",6,0.93,5476686
2026-05-22,2605,"400,001-600,000",34,2.86,16766138
2026-05-22,1796,"40,001-50,000",13,1.43,593000
2026-05-22,2605,"200,001-400,000",89,4.44,25994882
2026-05-22,6235,"200,001-400,000",24,3.17,6354654
2026-05-22,1813,"800,001-1,000,000",1,1.97,919338
2026-05-22,1813,"600,001-800,000",2,2.93,1367504
2026-05-22,3323,"600,001-800,000",5,3.28,3272055
2026-05-22,3323,"800,001-1,000,000",2,1.77,1760956
2026-05-22,3322,"40,001-50,000",90,2.97,4097004
2026-05-22,3322,"30,001-40,000",156,3.96,5453400
2026-05-22,2608,"40,001-50,000",79,0.79,3722457
2026-05-22,8438,"800,001-1,000,000",8,10.33,7229000
2026-05-22,2605,"more than 1,000,001",53,49.58,290241299
2026-05-22,2603,差異數調整（說明4）,2,0.0,-38000
2026-05-22,3323,"200,001-400,000",12,3.63,3613135
2026-05-22,2603,total,316319,100.0,2165042996
2026-05-22,2606,"20,001-30,000",521,1.59,13489238
2026-05-22,1730,"more than 1,000,001",8,53.73,33976078
2026-05-22,2496,"more than 1,000,001",4,35.07,6698826
2026-05-22,2605,"600,001-800,000",11,1.26,7433116
2026-05-22,2608,"50,001-100,000",151,2.28,10665524
2026-05-22,2608,"100,001-200,000",61,1.8,8424667
2026-05-22,1730,"10,001-15,000",165,3.3,2092615
2026-05-22,6472,"100,001-200,000",28,3.04,3897493
2026-05-22,9925,"50,001-100,000",223,3.97,15409599
2026-05-22,8435,"5,001-10,000",435,9.45,3329925
2026-05-22,9926,"200,001-400,000",31,5.04,9048040
2026-05-22,2754,"50,001-100,000",17,2.51,1177940
2026-05-22,2732,"400,001-600,000",4,4.06,1891908
2026-05-22,2754,"40,001-50,000",6,0.58,273000
2026-05-22,2606,"30,001-40,000",249,1.05,8953681
2026-05-22,2442,"20,001-30,000",479,3.65,11894662
2026-05-22,1796,"100,001-200,000",26,9.22,3823556
2026-05-22,2609,"40,001-50,000",1150,1.53,53777495
2026-05-22,2608,1-999,32313,0.34,1594648
2026-05-22,2608,total,52836,100.0,467000498
2026-05-22,2608,"more than 1,000,001",34,71.92,335908256
2026-05-22,2732,"50,001-100,000",20,2.9,1349296
2026-05-22,6472,"50,001-100,000",61,3.3,4230880
2026-05-22,3297,"more than 1,000,001",6,36.6,13194824
2026-05-22,6472,"40,001-50,000",34,1.22,1570990
2026-05-22,8436,total,43377,100.0,117728830
2026-05-22,1513,total,154407,100.0,503112515
2026-05-22,2754,"400,001-600,000",3,3.15,1478400
2026-05-22,2754,"100,001-200,000",10,3.03,1425000
2026-05-22,1512,"800,001-1,000,000",0,0.0,0
2026-05-22,1512,"more than 1,000,001",8,47.8,46939844
2026-05-22,1512,total,20207,100.0,98183498
2026-05-22,3296,total,7374,100.0,96724450
2026-05-22,1512,差異數調整（說明4）,0,0.0,0
2026-05-22,1507,1-999,0,0.0,0
2026-05-22,9918,"5,001-10,000",182,0.77,1390165
2026-05-22,9918,1-999,23502,0.17,309928
2026-05-22,6469,"40,001-50,000",51,1.52,2287768
2026-05-22,8435,"1,000-5,000",3336,18.87,6645839
2026-05-22,8436,"100,001-200,000",63,7.49,8827501
2026-05-22,8436,"more than 1,000,001",17,29.11,34277341
2026-05-22,9919,"5,001-10,000",2394,9.94,19428580
2026-05-22,2732,"100,001-200,000",14,3.99,1859898
2026-05-22,3297,"800,001-1,000,000",2,5.01,1809632
2026-05-22,7713,"20,001-30,000",12,0.66,300760
2026-05-22,8422,"600,001-800,000",21,1.07,14540710
2026-05-22,1733,"1,000-5,000",6577,13.58,13582408
2026-05-22,6671,"10,001-15,000",44,0.92,560722
2026-05-22,6671,"5,001-10,000",143,1.86,1132805
2026-05-22,6671,"1,000-5,000",758,2.48,1506639
2026-05-22,1817,"10,001-15,000",114,2.0,1456627
2026-05-22,1815,"400,001-600,000",10,0.84,4929346
2026-05-22,1817,"5,001-10,000",346,3.81,2768140
2026-05-22,1817,"1,000-5,000",2909,7.71,5603061
2026-05-22,7713,"1,000-5,000",358,1.55,706282
2026-05-22,7714,"15,001-20,000",20,1.76,369646
2026-05-22,7713,"800,001-1,000,000",0,0.0,0
2026-05-22,1817,1-999,1044,0.18,137405
2026-05-22,2442,"50,001-100,000",288,6.21,20216727
2026-05-22,2442,"40,001-50,000",145,2.02,6592583
2026-05-22,8422,"400,001-600,000",38,1.38,18800000
2026-05-22,3297,"600,001-800,000",4,7.72,2786254
2026-05-22,8422,"200,001-400,000",131,2.68,36533231
2026-05-22,8422,"50,001-100,000",1135,6.07,82567438
2026-05-22,7713,"30,001-40,000",7,0.49,226332
2026-05-22,7713,"40,001-50,000",7,0.73,332109
2026-05-22,7713,"50,001-100,000",12,1.84,837855
2026-05-22,7713,"100,001-200,000",8,2.81,1282142
2026-05-22,2732,"5,001-10,000",415,6.72,3130162
2026-05-22,4536,"30,001-40,000",46,1.82,1657810
2026-05-22,4536,"20,001-30,000",90,2.46,2240981
2026-05-22,7713,"15,001-20,000",15,0.56,257865
2026-05-22,2442,"30,001-40,000",202,2.17,7082444
2026-05-22,8422,"20,001-30,000",2580,4.99,67820304
2026-05-22,2241,"1,000-5,000",5915,11.62,12164969
2026-05-22,2241,1-999,20997,0.23,247804
2026-05-22,2423,"1,000-5,000",2601,3.66,5309802
2026-05-22,8422,"30,001-40,000",1123,3.03,41195800
2026-05-22,8422,"40,001-50,000",759,2.66,36214437
2026-05-22,8422,"100,001-200,000",410,4.26,57938815
2026-05-22,2732,"1,000-5,000",3486,14.21,6613223
2026-05-22,1796,"200,001-400,000",12,8.39,3479251
2026-05-22,1905,total,67198,100.0,1102835316
2026-05-22,1815,差異數調整（說明4）,1,0.0,-2000
2026-05-22,2430,"1,000-5,000",5195,9.16,10700672
2026-05-22,1515,"600,001-800,000",6,2.39,4354046
2026-05-22,2423,"5,001-10,000",446,2.36,3423605
2026-05-22,6671,"200,001-400,000",15,6.91,4198750
2026-05-22,2430,"800,001-1,000,000",2,1.4,1646454
2026-05-22,2722,"200,001-400,000",5,1.04,1500190
2026-05-22,1515,"30,001-40,000",127,2.5,4547972
2026-05-22,1515,"40,001-50,000",82,2.09,3793517
2026-05-22,2754,"200,001-400,000",4,3.01,1415872
2026-05-22,1512,"100,001-200,000",47,6.24,6128750
2026-05-22,2754,1-999,2359,0.53,248981
2026-05-22,2732,"200,001-400,000",2,1.19,554541
2026-05-22,2732,"40,001-50,000",13,1.24,577026
2026-05-22,2732,"30,001-40,000",26,2.01,935072
2026-05-22,1817,"30,001-40,000",34,1.66,1211983
2026-05-22,2732,"20,001-30,000",75,4.13,1925154
2026-05-22,1776,"30,001-40,000",26,1.54,927066
2026-05-22,1776,"15,001-20,000",64,1.94,1171377
2026-05-22,3169,"400,001-600,000",5,3.85,2432850
2026-05-22,6165,"50,001-100,000",94,8.73,6790452
2026-05-22,1443,"50,001-100,000",29,1.37,1858635
2026-05-22,1443,差異數調整（說明4）,0,0.0,0
2026-05-22,1817,"50,001-100,000",36,3.44,2504561
2026-05-22,3310,"50,001-100,000",25,2.33,1749013
2026-05-22,3310,"100,001-200,000",15,2.97,2230385
2026-05-22,3308,"10,001-15,000",94,1.97,1184016
2026-05-22,2608,"200,001-400,000",39,2.38,11138879
2026-05-22,2608,"400,001-600,000",16,1.57,7366995
2026-05-22,2608,"600,001-800,000",11,1.66,7754504
2026-05-22,2608,"800,001-1,000,000",10,1.87,8762341
2026-05-22,6671,"400,001-600,000",12,9.88,6007800
2026-05-22,6671,"600,001-800,000",3,3.21,1955000
2026-05-22,6671,"800,001-1,000,000",2,3.13,1901921
2026-05-22,1817,"20,001-30,000",42,1.47,1068080
2026-05-22,3310,"40,001-50,000",13,0.76,571933
2026-05-22,3310,"30,001-40,000",16,0.73,550000
2026-05-22,3310,"15,001-20,000",27,0.65,490271
2026-05-22,3305,"30,001-40,000",60,1.5,2173053
2026-05-22,3305,"40,001-50,000",49,1.6,2314925
2026-05-22,3303,"1,000-5,000",5162,10.95,10306149
2026-05-22,3303,1-999,7478,0.31,300163
2026-05-22,3297,差異數調整（說明4）,0,0.0,0
2026-05-22,3297,"10,001-15,000",73,2.5,902610
2026-05-22,3296,"200,001-400,000",14,3.97,3848192
2026-05-22,3296,"400,001-600,000",3,1.59,1544915
2026-05-22,9925,1-999,5761,0.18,725199
2026-05-22,9918,"10,001-15,000",55,0.38,686619
2026-05-22,8131,"400,001-600,000",7,0.73,3231493
2026-05-22,3305,"50,001-100,000",69,3.41,4937615
2026-05-22,3305,"200,001-400,000",15,2.98,4322653
2026-05-22,2732,"10,001-15,000",110,3.02,1407803
2026-05-22,6671,"100,001-200,000",21,5.26,3196230
2026-05-22,3305,"20,001-30,000",141,2.52,3659285
2026-05-22,3305,"15,001-20,000",201,2.57,3722623
2026-05-22,3305,"10,001-15,000",316,2.82,4085472
2026-05-22,3305,"5,001-10,000",1323,7.27,10519654
2026-05-22,3310,"200,001-400,000",13,4.76,3571030
2026-05-22,1776,total,3437,100.0,60106952
2026-05-22,1776,"more than 1,000,001",13,43.59,26201496
2026-05-22,1776,"800,001-1,000,000",5,7.32,4403532
2026-05-22,6670,"200,001-400,000",27,5.5,7677277
2026-05-22,6671,"40,001-50,000",14,1.07,653536
2026-05-22,6671,"30,001-40,000",21,1.19,728779
2026-05-22,1513,1-999,72874,1.88,9466159
2026-05-22,1776,"20,001-30,000",56,2.34,1406607
2026-05-22,3306,"20,001-30,000",66,3.35,1697608
2026-05-22,3308,"1,000-5,000",3666,12.46,7478180
2026-05-22,3308,"5,001-10,000",479,5.85,3513229
2026-05-22,1730,"100,001-200,000",7,1.56,988976
2026-05-22,3303,差異數調整（說明4）,0,0.0,0
2026-05-22,3305,1-999,40157,1.17,1706079
2026-05-22,3305,"1,000-5,000",19874,22.92,33153946
2026-05-22,6670,"800,001-1,000,000",5,3.35,4678179
2026-05-22,3168,"100,001-200,000",14,2.65,1992989
2026-05-22,1776,"40,001-50,000",17,1.26,762364
2026-05-22,1776,差異數調整（說明4）,0,0.0,0
2026-05-22,6670,"40,001-50,000",25,0.8,1123889
2026-05-22,6670,差異數調整（說明4）,0,0.0,0
2026-05-22,6670,"50,001-100,000",56,2.83,3953536
2026-05-22,1730,"30,001-40,000",18,0.99,630543
2026-05-22,1730,"20,001-30,000",73,2.82,1787561
2026-05-22,1730,"15,001-20,000",81,2.32,1470423
2026-05-22,1817,"15,001-20,000",65,1.66,1211367
2026-05-22,1730,"50,001-100,000",19,1.99,1264071
2026-05-22,1776,"1,000-5,000",1535,5.41,3253396
2026-05-22,1730,1-999,3396,0.54,345876
2026-05-22,3305,"800,001-1,000,000",4,2.51,3630678
2026-05-22,3305,"more than 1,000,001",13,40.61,58744784
2026-05-22,3305,total,62274,100.0,144647946
2026-05-22,2754,"30,001-40,000",14,1.1,518700
2026-05-22,2754,"20,001-30,000",24,1.21,570000
2026-05-22,1817,"40,001-50,000",18,1.14,831040
