date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2026-05-25,4142,27,0,107376,25,6870,6868, ,0,0,0,107376,0,0,0
2026-05-25,1717,3810,2,293061,3154,24712,24058, ,16,142,0,293061,88,809,863
2026-05-25,2455,2329,1,46301,2668,10525,10865, ,22,32,20,46301,184,1146,1014
2026-05-25,5903,0,0,55805,0,14,14,11     C,0,0,0,55805,0,0,0
2026-05-25,2454,815,1,400976,216,11526,10928, ,0,3,1,400976,21,119,102
2026-05-25,4147,138,0,68300,30,9174,9066,,10,0,0,68300,0,13,13
2026-05-25,2449,3308,14,305686,3057,24659,24422, ,36,41,0,305686,34,109,116
2026-05-25,1722,145,0,245000,67,4053,3975, ,0,0,0,245000,0,1,1
2026-05-25,4162,20,0,36419,16,2818,2814,,0,0,0,36419,0,2,2
2026-05-25,2545,12,9,94933,0,2853,2850, ,0,0,0,94933,0,1,1
2026-05-25,8210,162,2,31329,135,2247,2222, ,2,1,0,31329,1,26,26
2026-06-08,3481,5703,456,1997299,22143,387643,404539,X ,0,0,75,1997299,0,0,75
2026-06-08,2329,737,16,164737,787,17717,17783,X ,0,0,0,164737,0,0,0
2026-06-08,2308,393,13,649385,356,5319,5295, ,4,12,5,649385,11,50,56
2026-06-08,3518,31,1,23391,71,3965,4006, ,0,23,0,23391,1,46,68
2026-06-08,2317,2053,49,3507162,3370,46904,48270, ,46,228,2,3507162,118,753,865
2026-06-08,3494,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,2324,4566,67,1101786,6010,61961,63472, ,113,483,5,1101786,150,493,831
2026-06-08,2327,5863,30,517866,4096,57022,55285,X ,0,402,9,517866,0,31,442
2026-06-08,3530,8,8,19368,13,1359,1372, ,0,1,0,19368,0,0,1
2026-06-08,3515,27,3,30886,93,1854,1923, ,0,1,0,30886,0,4,5
2026-06-08,2303,20826,376,3144246,15254,154409,149213, ,425,1032,141,3144246,1197,3420,3396
2026-06-08,3576,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,2301,1059,70,579026,1943,17341,18295, ,26,31,0,579026,51,292,272
2026-06-08,3533,12,3,28133,64,593,648, ,0,1,0,28133,0,5,6
2026-06-08,2208,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,3548,252,2,16936,154,4345,4249,,0,9,0,16936,5,20,16
2026-06-08,2207,14,0,139275,4,99,89,X ,0,0,0,139275,0,0,0
2026-06-08,3550,402,0,26887,747,14337,14682, ,7,14,2,26887,15,92,93
2026-06-08,2204,69,0,138405,27,1684,1642, ,0,1,0,138405,0,1,2
2026-06-08,2201,291,2,267500,154,10471,10336, ,6,8,0,267500,1,5,12
2026-06-08,2103,328,1,206427,910,11520,12103, ,4,0,1,206427,2,14,13
2026-06-08,3443,141,0,33502,284,4339,4482, ,7,0,0,33502,8,8,0
2026-06-08,3583,45,4,20086,190,2185,2334, ,0,5,0,20086,3,889,891
2026-06-08,3532,66,0,96962,35,8374,8343, ,0,4,0,96962,0,64,68
2026-06-08,2330,1242,33,6483092,1570,27603,27964,X ,0,0,1,6483092,0,0,1
2026-06-08,2357,133,0,185690,486,1865,2218, ,1,23,0,185690,17,96,102
2026-06-08,2332,771,2,150560,776,19576,19583, ,0,17,0,150560,5,105,117
2026-06-08,2364,28,0,13097,201,868,1041, ,0,0,0,13097,0,5,5
2026-06-08,3593,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,3062,479,7,82522,827,11359,11714, ,11,112,0,82522,12,76,176
2026-06-08,2363,646,35,128747,1214,21952,22555, ,3,50,0,128747,4,140,186
2026-06-08,3085,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-06-08,3105,1444,30,105985,3254,45762,47602,X,0,0,5,105985,0,0,5
2026-06-08,2356,1308,63,896868,1330,33581,33666, ,0,117,1,896868,2179,3245,1184
2026-06-08,3141,122,0,18865,169,3999,4046,,4,3,0,18865,6,56,59
2026-06-08,2354,580,90,353621,1235,25291,26036, ,28,46,0,353621,10,28,64
2026-06-08,3189,913,10,131728,1128,22784,23009, ,1484,95,0,131728,65,581,611
2026-06-08,2353,2449,63,761963,5673,37620,40907, ,72,1076,2,761963,62,160,1176
2026-06-08,3406,341,0,28185,271,2111,2041, ,31,0,0,28185,8,8,0
2026-06-08,3209,72,1,58847,246,7202,7377, ,4,15,0,58847,7,100,108
2026-06-08,3211,516,3,38593,1667,9795,10949,,9,13,45,38593,21,115,168
2026-06-08,2348,9,1,37974,112,1917,2021, ,0,11,0,37974,0,7,18
2026-06-08,3228,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-06-08,2345,49,1,140279,121,1532,1605, ,1,2,0,140279,1,24,25
2026-06-08,3230,25,0,17752,55,3830,3860,,0,0,0,17752,0,3,3
2026-06-08,2344,6719,109,1125000,14990,117122,125502, ,0,3047,10,1125000,165,2460,5352
2026-06-08,3231,2886,46,795103,3359,41108,41627, ,68,61,35,795103,156,517,457
2026-06-08,2340,256,5,94655,548,9895,10192, ,1,16,0,94655,3,42,55
2026-06-08,3260,567,29,82351,2474,22844,24780,,22,169,118,82351,81,364,394
2026-06-08,2337,2072,159,495313,5691,90190,93968, ,6400,282,0,495313,486,2075,1871
2026-06-08,3376,2183,3,48940,2465,12301,12586, ,49,77,0,48940,103,244,218
2026-06-08,2351,1230,7,45535,956,29372,29105, ,6,45,0,45535,58,189,176
2026-06-08,2065,1,0,15879,1,88,88,,0,0,0,15879,0,0,0
2026-06-08,4160,3,0,6672,2,167,166,,0,0,0,6672,0,0,0
2026-06-08,2064,2,0,17332,2,22,22,,0,0,0,17332,0,0,0
2026-06-08,2006,24,0,182553,17,1209,1202, ,0,2,0,182553,0,0,2
2026-06-08,4126,0,0,18150,0,714,714,,0,0,0,18150,0,0,0
2026-06-08,2002,3254,32,3933715,1507,48623,46908, ,2,21,0,3933715,14,656,663
2026-06-08,4128,91,10,147042,138,7236,7293,,3,3,0,147042,12,17,26
2026-06-08,1789,26,0,197684,31,2959,2964, ,0,0,0,197684,0,0,0
2026-06-08,4130,1,0,34471,10,1545,1554,,0,0,0,34471,0,2,2
2026-06-08,1788,0,0,11130,0,0,0,,0,0,0,11130,0,0,0
2026-06-08,4133,8,0,15138,20,1031,1043, ,0,0,0,15138,0,0,0
2026-06-08,1786,50,0,18706,149,5621,5720, ,0,0,0,18706,6,8,2
2026-06-08,4142,141,0,107376,122,6611,6592, ,0,0,0,107376,0,0,0
2026-06-08,1784,24,0,13280,41,1664,1681,,0,0,0,13280,0,0,0
2026-06-08,4123,93,0,181185,131,12804,12842,,0,0,0,181185,63,1494,1557
2026-06-08,4147,173,0,68300,109,9512,9448,,4,0,0,68300,0,24,24
2026-06-08,4148,2,0,16808,0,485,483, ,0,0,0,16808,0,0,0
2026-06-08,1762,53,0,19229,116,889,952, ,0,3,0,19229,0,29,32
2026-06-08,1760,16,2,21434,10,1053,1049,X ,0,0,0,21434,0,0,0
2026-06-08,4162,35,1,36419,35,2771,2772,,0,0,0,36419,0,2,2
2026-06-08,1733,49,13,24987,0,2665,2629, ,0,0,0,24987,0,0,0
2026-06-08,4163,30,0,12669,30,251,251,,0,0,0,12669,0,0,0
2026-06-08,1726,1,0,40500,0,26,25, ,0,0,0,40500,0,0,0
2026-06-08,4168,0,0,0,0,172,172,OX,0,0,0,0,0,0,0
2026-06-08,1725,5,0,45457,3,201,199, ,0,0,0,45457,0,0,0
2026-06-08,4171,0,0,14514,21,746,767,,0,0,0,14514,0,0,0
2026-06-08,3059,742,17,76925,912,14205,14392, ,20,69,0,76925,5,206,270
2026-06-08,1777,0,0,11147,1,46,47,11     C,0,0,0,11147,0,0,0
2026-06-08,3596,63,0,55088,62,1456,1455, ,0,1,0,55088,0,5,6
2026-06-08,2007,0,0,0,0,5,5,OX ,0,0,0,0,0,0,0
2026-06-08,2008,0,0,47713,0,150,150, ,0,0,0,47713,0,0,0
2026-06-08,3597,8,0,9809,9,1204,1205,,0,0,0,9809,0,3,3
2026-06-08,2063,1,0,12025,0,100,99,11     C,0,0,0,12025,0,0,0
2026-06-08,3653,82,1,36683,183,2727,2829, ,9,1,0,36683,4,6,3
2026-06-08,2062,6,2,49998,20,1643,1659, ,0,0,0,49998,1,1,0
2026-06-08,3661,71,34,19832,121,5064,5148, ,1,1,0,19832,7,76,70
2026-06-08,2061,3,0,14344,48,3603,3648,61      D,10,1,0,14344,6,16,21
2026-06-08,3686,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,2059,80,3,23824,80,646,649, ,0,0,0,23824,3,5,2
2026-06-08,3691,263,1,19799,233,3892,3863,,3,25,0,19799,30,549,554
2026-06-08,2049,187,13,88448,312,4978,5116, ,7,31,0,88448,82,224,173
2026-06-08,3706,1167,60,331803,1573,32636,33102, ,56,51,0,331803,55,245,241
2026-06-08,4121,10,0,20777,40,5232,5262,,0,1,0,20777,0,1,0
2026-06-08,2015,0,0,145399,1,38,39, ,0,0,0,145399,0,0,0
2026-06-08,2014,0,0,0,5,2012,2017,OX ,0,0,0,0,0,0,0
2026-06-08,3711,482,28,1117643,1007,8576,9129, ,10,51,0,1117643,75,151,127
2026-06-08,2013,1,0,50000,1,1429,1429, ,0,0,0,50000,0,0,0
2026-06-08,4106,19,0,25227,0,768,749, ,0,0,0,25227,0,0,0
2026-06-08,2012,0,0,75540,8,84,92, ,0,0,0,75540,0,0,0
2026-06-08,1723,9,0,59226,140,816,947, ,0,1,0,59226,1,5,5
2026-06-08,4108,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,2010,14,0,161913,17,1727,1730, ,0,0,0,161913,1,1,0
2026-06-08,4116,0,0,11141,0,292,292,,0,0,0,11141,0,0,0
2026-06-08,2009,136,1,89905,222,7032,7119, ,5,170,0,89905,1,6,175
2026-06-08,4119,2,0,29877,9,652,659, ,0,0,0,29877,0,1,1
2026-06-08,3707,416,39,86645,1390,14697,15710,,8,6,0,86645,104,470,568
2026-06-08,2365,47,2,55382,258,10705,10918, ,1,6,0,55382,16,39,29
2026-06-08,2543,155,3,132135,648,12158,12654, ,30,20,0,132135,32,78,66
2026-06-08,2368,184,6,129800,580,3970,4372, ,4,18,0,129800,48,138,108
2026-06-08,2887,878,1,6216599,1087,46992,47202, ,2,590,10,6216599,13,5749,6336
2026-06-08,2536,107,0,83202,39,7253,7185, ,0,0,0,83202,0,0,0
2026-06-08,2889,276,0,908390,46,2652,2422, ,0,0,0,908390,1,1,0
2026-06-08,2535,23,0,67698,20,325,322, ,0,0,0,67698,1,13,12
2026-06-08,2890,290,0,3623080,204,3795,3709, ,0,2,0,3623080,0,8,10
2026-06-08,2534,110,0,118556,87,11774,11751, ,0,0,0,118556,0,57,57
2026-06-08,2891,194,1,4919454,553,3152,3512, ,12,8,0,4919454,10,115,113
2026-06-08,2528,221,0,108999,19,5930,5728, ,0,9,0,108999,5,6,10
2026-06-08,2892,105,14,3594867,864,11377,12150, ,2,0,0,3594867,1,5,4
2026-06-08,2524,0,0,91495,11,3171,3182, ,0,0,0,91495,0,0,0
2026-06-08,2903,25,0,354235,21,1605,1601, ,0,0,0,354235,0,0,0
2026-06-08,2537,30,0,75139,144,3368,3482, ,0,0,0,75139,0,1,1
2026-06-08,2520,72,0,152371,62,3903,3893, ,1,0,5,152371,0,18,23
2026-06-08,2516,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,2908,198,0,127471,90,13419,13311, ,0,0,0,127471,0,0,0
2026-06-08,2515,142,0,401976,735,27739,28332, ,1,6,0,401976,5,45,46
2026-06-08,2910,0,0,43850,0,2,2, ,0,0,0,43850,0,0,0
2026-06-08,2514,0,0,98682,2,17264,17266, ,0,0,0,98682,0,0,0
2026-06-08,2911,0,0,24931,3,107,110, ,0,0,0,24931,0,0,0
2026-06-08,2511,47,0,405831,75,3471,3499, ,0,0,0,405831,0,0,0
2026-06-08,2912,117,0,259905,10,622,515, ,0,0,0,259905,0,1,1
2026-06-08,2509,0,0,56137,20,750,770, ,0,0,0,56137,0,1,1
2026-06-08,2915,80,0,276079,377,11400,11697, ,0,4,0,276079,0,9,13
2026-06-08,2506,18,0,75125,2,1922,1906, ,0,0,0,75125,0,1,1
2026-06-08,2905,0,0,277592,27,9323,9350, ,0,0,0,277592,1,1,0
2026-06-08,3008,114,0,32699,153,1689,1728, ,0,0,0,32699,0,6,6
2026-06-08,2886,65,0,3708344,62,587,584, ,0,4,0,3708344,4,26,26
2026-06-08,2885,447,0,3332787,3355,2153,5061, ,0,0,0,3332787,0,74,74
2026-06-08,2812,54,30,1505406,125,7074,7175, ,1,2,0,1505406,0,1,3
2026-06-08,2723,0,0,45000,13,2237,2250, ,0,0,0,45000,0,0,0
2026-06-08,2816,34,0,55902,3,537,506, ,0,0,0,55902,0,0,0
2026-06-08,2719,0,0,2150,1,71,72,,0,0,0,2150,0,0,0
2026-06-08,2820,63,0,335740,3,953,893, ,0,0,0,335740,0,0,0
2026-06-08,2718,0,0,18144,8,294,302,,0,0,0,18144,0,0,0
2026-06-08,2851,41,0,200097,123,723,805, ,0,0,0,200097,0,1,1
2026-06-08,2712,0,0,0,0,7,7,OX ,0,0,0,0,0,0,0
2026-06-08,2852,2,0,75290,34,647,679, ,0,0,0,75290,0,0,0
2026-06-08,2597,49,0,77679,136,223,310, ,3,0,76,77679,0,55,131
2026-06-08,2855,1528,20,400353,1935,7154,7581, ,23,94,0,400353,279,513,328
2026-06-08,2538,0,0,111256,57,2598,2655, ,0,0,0,111256,0,0,0
2026-06-08,2548,45,0,79929,94,2145,2194, ,0,0,0,79929,5,20,15
2026-06-08,2547,143,0,258773,180,11551,11588, ,0,0,0,258773,0,22,22
2026-06-08,2880,238,0,3479241,98,1168,1028, ,1,55,0,3479241,3,7,59
2026-06-08,2546,1,0,32631,1,63,63, ,0,0,0,32631,0,0,0
2026-06-08,2881,393,0,3501841,458,7488,7553, ,25,21,0,3501841,11,308,318
2026-06-08,2545,20,0,94933,1,2863,2844, ,0,0,0,94933,0,0,0
2026-06-08,2882,728,0,3667302,922,4794,4988, ,7,88,8,3667302,73,240,263
2026-06-08,4174,8,1,32894,18,1402,1413,,0,0,0,32894,0,0,0
2026-06-08,2883,2244,1,4243711,10364,15823,23944, ,80,2235,1,4243711,68,158,2326
2026-06-08,2542,230,0,543270,108,8035,7913, ,16,5,0,543270,0,9,14
2026-06-08,2884,271,0,4043500,170,8275,8174, ,5,46,0,4043500,2,18,62
2026-06-08,2540,40,0,236218,11,3057,3028, ,0,0,0,236218,0,1,1
2026-06-08,2867,217,0,1474875,163,1282,1228, ,0,0,0,1474875,1,1,0
2026-06-08,2505,14,2,95000,7,2894,2889, ,0,0,0,95000,0,4,4
2026-06-08,3013,473,20,51284,801,13265,13613, ,0,9,0,51284,31,47,25
2026-06-08,2504,113,0,295000,25,4125,4037, ,0,0,0,295000,0,0,0
2026-06-08,2421,287,4,71735,427,4946,5090,X ,0,0,0,71735,0,0,0
2026-06-08,3041,68,4,29268,107,3887,3930, ,1,28,0,29268,0,14,42
2026-06-08,2412,212,0,1939361,53,499,340, ,4,4,0,1939361,3,14,15
2026-06-08,3042,2384,11,79498,1726,23868,23221, ,45,33,1,79498,20,50,64
2026-06-08,2409,5363,434,1886774,2888,212076,210035, ,0,744,1,1886774,10233,24210,14722
2026-06-08,3043,115,3,9743,99,1323,1310, ,5,0,0,9743,3,3,0
2026-06-08,2408,7583,59,774656,7158,93473,93107, ,117,520,1,774656,510,1245,1256
2026-06-08,3044,80,1,131401,184,5773,5878, ,0,0,0,131401,30,52,22
2026-06-08,2406,678,21,87726,1118,12479,12940, ,0,72,0,87726,0,240,312
2026-06-08,3045,178,0,930815,66,563,451, ,0,82,0,930815,0,0,82
2026-06-08,2399,316,14,44525,425,9244,9367, ,3,144,0,44525,64,330,410
2026-06-08,3040,7,0,16556,20,13389,13402,@ ,10,0,0,16556,0,5,5
2026-06-08,3046,11,8,19612,25,888,910, ,0,0,0,19612,0,4,4
2026-06-08,3047,60,38,56190,131,7017,7126, ,5,1,0,56190,1,16,16
2026-06-08,2393,198,2,110848,194,2624,2622, ,0,2,0,110848,7,49,44
2026-06-08,3048,668,8,61207,953,6645,6938, ,15,17,0,61207,65,116,68
2026-06-08,2388,434,22,138988,781,14124,14493, ,9,49,0,138988,91,308,266
2026-06-08,3049,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,2383,138,0,89580,108,1941,1911, ,1,8,0,89580,2,41,47
2026-06-08,3050,13,8,38746,82,3819,3896, ,0,0,0,38746,0,0,0
2026-06-08,2382,951,10,965656,1414,12007,12480, ,35,242,0,965656,130,1114,1226
2026-06-08,3051,107,12,34159,275,4277,4457, ,1,2,10,34159,2,13,23
2026-06-08,2379,140,25,128878,256,2852,2993, ,1,15,0,128878,0,0,15
2026-06-08,3052,7,0,58311,13,1449,1455, ,0,0,0,58311,0,0,0
2026-06-08,2397,17,0,28672,60,1485,1528, ,1,0,0,28672,0,0,0
2026-06-08,2429,0,0,0,0,4546,4546,OX ,0,0,0,0,0,0,0
2026-06-08,3038,4,0,39351,40,1263,1299, ,1,0,0,39351,0,77,77
2026-06-08,2436,303,42,50023,575,7300,7614, ,2,15,111,50023,2,1197,1321
2026-06-08,3014,75,1,41496,41,2480,2447, ,0,0,0,41496,1,6,5
2026-06-08,2501,54,0,289890,286,4670,4902, ,0,1,0,289890,2,2,1
2026-06-08,3016,436,11,72135,390,8223,8188, ,6,24,115,72135,9,1073,1203
2026-06-08,2498,489,46,209016,817,30605,30979, ,9,279,0,209016,25,178,432
2026-06-08,3017,144,5,98135,326,4133,4320, ,1,4,0,98135,20,32,16
2026-06-08,2474,717,355,140342,1760,10801,12199, ,14,4,257,140342,39,54,276
2026-06-08,3023,111,4,60017,116,1168,1177, ,6,4,0,60017,0,18,22
2026-06-08,2471,6,0,11813,21,1439,1454, ,0,0,0,11813,1,1,0
2026-06-08,3028,222,4,59310,341,3239,3362, ,5,18,0,59310,1,6,23
2026-06-08,2462,24,0,30486,177,2797,2950, ,1,15,0,30486,2,5,18
2026-06-08,3030,265,13,59054,660,11263,11671,X ,0,0,2,59054,0,0,2
2026-06-08,2461,1810,0,47971,1541,9068,8799, ,36,27,0,47971,25,33,35
2026-06-08,3031,40,10,43300,297,7104,7371, ,0,4,0,43300,3,34,35
2026-06-08,2460,0,0,0,0,348,348,OX ,0,0,0,0,0,0,0
2026-06-08,3032,158,0,25821,260,9325,9427, ,1,20,0,25821,11,47,56
2026-06-08,2455,17,14,46301,463,8381,8841, ,114,9,0,46301,96,328,241
2026-06-08,3033,703,3,121318,983,11420,11703, ,10,18,14,121318,19,812,825
2026-06-08,2454,1046,48,400973,833,11408,11243, ,11,8,0,400973,15,95,88
2026-06-08,3034,44,1,152127,296,3115,3368, ,0,3,0,152127,4,53,52
2026-06-08,2449,1356,31,305686,2395,25354,26424, ,32,66,0,305686,24,82,124
2026-06-08,3035,441,13,65137,863,14108,14543, ,5,57,1,65137,67,110,101
2026-06-08,2441,517,27,142211,1979,8856,10345, ,1,176,0,142211,98,1558,1636
2026-06-08,3036,416,22,317287,252,6118,5976, ,2,0,0,317287,43,43,0
2026-06-08,2439,88,2,63411,137,3446,3497, ,4,0,0,63411,8,10,2
2026-06-08,3037,1069,17,397554,1216,36183,36347, ,58,28,11,397554,84,194,149
2026-06-08,3057,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-06-08,1722,187,0,245000,132,3622,3567, ,0,0,0,245000,1,1,0
2026-06-08,2801,967,40,2941511,299,11290,10662, ,0,19,0,2941511,2,6,23
2026-06-08,4175,0,0,10580,0,32,32,11     C,0,0,0,10580,0,0,0
2026-06-08,1529,19,0,38773,144,3264,3389, ,0,3,0,38773,1,4,6
2026-06-08,6456,675,16,84484,1398,13070,13809, ,20,60,1,84484,22,279,318
2026-06-08,5538,4,0,50300,1,13,10, ,0,0,0,50300,0,0,0
2026-06-08,1528,168,24,47832,575,7528,7959, ,12,92,0,47832,5,315,402
2026-06-08,1256,16,0,8943,31,414,429, ,0,0,0,8943,0,4,4
2026-06-08,5546,3,0,20588,0,28,25, ,0,0,0,20588,0,0,0
2026-06-08,1527,1,0,34642,3,633,635, ,0,0,0,34642,0,0,0
2026-06-08,6446,365,0,94979,293,8522,8450, ,2,3,0,94979,1,35,37
2026-06-08,5536,56,0,31020,63,810,817,,0,7,0,31020,1,30,24
2026-06-08,5876,52,2,1215400,150,1128,1228, ,0,0,0,1215400,0,1,1
2026-06-08,1301,586,1,1591435,443,16663,16521, ,1,317,1,1591435,24,241,535
2026-06-08,5880,79,0,3920234,123,2433,2477, ,0,20,0,3920234,0,2,22
2026-06-08,1525,4,0,18350,3,245,244, ,0,0,0,18350,0,0,0
2026-06-08,6442,308,6,19759,438,6242,6378, ,128,50,3,19759,12,73,114
2026-06-08,5903,0,0,55805,0,15,15,,0,0,0,55805,0,0,0
2026-06-08,1524,42,30,41327,176,4719,4883, ,0,10,0,41327,8,51,53
2026-06-08,1303,1371,12,1982705,10008,33491,42140, ,54,361,0,1982705,119,3067,3309
2026-06-08,5904,3,0,26610,12,218,227,,0,0,0,26610,0,1,1
2026-06-08,1526,2,0,15000,3,616,617, ,0,0,0,15000,0,0,0
2026-06-08,1522,39,0,78224,78,4493,4532, ,0,0,0,78224,2,18,16
2026-06-08,1236,0,0,21668,0,128,128, ,0,0,0,21668,0,0,0
2026-06-08,1530,16,0,23648,8,256,248, ,0,0,0,23648,0,0,0
2026-06-08,6510,14,0,8220,177,676,839,,0,6,0,8220,0,8,2
2026-06-08,5522,0,0,195399,5,863,868, ,0,2,0,195399,0,0,2
2026-06-08,1536,61,4,69739,126,8931,9000, ,0,33,0,69739,17,165,181
2026-06-08,1232,0,0,39993,0,6,6,X ,0,0,0,39993,0,0,0
2026-06-08,5523,0,0,38750,0,3,3,,0,0,0,38750,0,0,0
2026-06-08,1535,3,0,30935,2,60,59, ,0,0,0,30935,0,0,0
2026-06-08,6505,371,6,2381489,182,10392,10209, ,0,13,0,2381489,4,20,29
2026-06-08,5525,0,0,79526,0,343,343, ,0,0,0,79526,0,0,0
2026-06-08,6461,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-06-08,1233,0,0,22647,0,54,54, ,0,0,0,22647,0,0,0
2026-06-08,1314,725,0,946212,943,46235,46453, ,23,26,0,946212,11,90,105
2026-06-08,5531,6,0,244397,3,2794,2791, ,0,0,0,244397,1,12,11
2026-06-08,1532,30,52,105651,28,2442,2492, ,0,0,0,105651,0,0,0
2026-06-08,6488,24,2,119528,582,8975,9535,61      D,490,1,0,119528,10,87,96
2026-06-08,5533,78,0,71311,26,890,838, ,0,0,0,71311,0,0,0
2026-06-08,1234,0,0,100467,0,21,21, ,0,0,0,100467,0,0,0
2026-06-08,1531,15,0,45527,27,1792,1804, ,0,0,0,45527,1,1,0
2026-06-08,5534,97,0,78831,62,4227,4192, ,1,0,0,78831,0,14,14
2026-06-08,1533,33,0,24636,21,774,762, ,0,1,0,24636,0,9,10
2026-06-08,1537,4,0,20515,12,47,55, ,0,0,0,20515,0,0,0
2026-06-08,6415,281,3,97159,409,5559,5690, ,0,18,0,97159,4,87,101
2026-06-08,6005,1663,14,542727,1220,8714,8285, ,5,48,0,542727,26,34,56
2026-06-08,1477,45,0,61673,207,1521,1683, ,2,2,0,61673,1,40,41
2026-06-08,6239,1437,58,189786,2593,24816,26030, ,1189,18,0,189786,116,289,191
2026-06-08,1466,40,40,27789,10,4625,4635, ,0,2,0,27789,2,5,5
2026-06-08,6277,2,0,29867,14,455,467, ,0,0,0,29867,0,0,0
2026-06-08,8210,44,2,31329,129,2038,2125, ,3,2,0,31329,10,29,21
2026-06-08,1310,180,10,131967,267,12417,12514, ,1,1,211,131967,1,5,216
2026-06-08,1402,784,0,1338218,378,11574,11168, ,7,10,0,1338218,12,111,109
2026-06-08,6244,586,71,96760,563,13578,13626,,0,15,0,96760,28,136,149
2026-06-08,1309,532,13,99396,458,8392,8331, ,0,65,0,99396,2,965,1028
2026-06-08,1326,1326,5,1465296,775,12770,12224, ,8,31,0,1465296,39,80,72
2026-06-08,6245,96,2,36652,170,3146,3222,,2,3,0,36652,18,11,26
2026-06-08,1312,2009,11,276655,1275,15281,14558,X ,0,0,102,276655,0,0,102
2026-06-08,1321,26,0,56807,0,7094,7068, ,0,0,0,56807,0,0,0
2026-06-08,6257,763,4,120978,534,10378,10153, ,8,61,0,120978,231,347,177
2026-06-08,6271,509,24,52264,575,8325,8415,X ,0,0,0,52264,0,0,0
2026-06-08,1319,86,1,147869,383,4838,5136, ,2,33,0,147869,117,227,143
2026-06-08,6263,34,0,15625,78,561,605,,4,0,0,15625,0,0,0
2026-06-08,1313,99,0,337711,294,11784,11979, ,1,0,0,337711,2,2,0
2026-06-08,6274,442,3,72843,983,9209,9753,,7,17,10,72843,17,155,165
2026-06-08,1304,161,1,297190,350,12740,12930, ,2,47,2,297190,5,110,154
2026-06-08,6230,5,0,21585,33,528,556, ,0,0,0,21585,0,0,0
2026-06-08,1504,3362,36,594110,1984,38018,36676, ,16,38,0,594110,13,370,395
2026-06-08,1521,2,0,19057,0,467,465, ,0,0,0,19057,0,0,0
2026-06-08,6120,129,6,149749,191,7956,8024, ,23,173,0,149749,100,120,193
2026-06-08,6414,64,1,36512,45,1192,1174, ,1,2,1,36512,0,6,9
2026-06-08,1519,179,8,78970,470,3975,4274, ,3,10,0,78970,3,14,21
2026-06-08,1305,63,1,145262,240,7112,7290, ,4,2,0,145262,16,268,254
2026-06-08,6146,23,0,25466,35,774,786,X,0,0,0,25466,0,0,0
2026-06-08,1516,0,1,0,0,2,3,OX ,0,0,0,0,0,0,0
2026-06-08,6147,701,47,186148,1411,49979,50736,,0,1169,1,186148,328,1794,954
2026-06-08,6278,551,8,73099,1066,12884,13407, ,8,45,0,73099,27,147,165
2026-06-08,6409,202,3,21925,360,1555,1716, ,6,12,0,21925,14,26,24
2026-06-08,1307,124,5,99454,233,1511,1625, ,0,3,0,99454,0,0,3
2026-06-08,6194,7,0,12000,6,1743,1742,,0,0,0,12000,0,0,0
2026-06-08,1514,384,8,68277,562,5947,6133, ,0,190,0,68277,0,111,301
2026-06-08,6285,383,14,120915,1161,15877,16669, ,4,92,0,120915,40,304,356
2026-06-08,6214,108,2,68060,354,1802,2050, ,0,0,0,68060,0,2,2
2026-06-08,1513,369,15,125778,1154,11585,12385, ,16,24,0,125778,21,39,42
2026-06-08,1308,92,1,148435,263,7640,7812, ,14,1,0,148435,0,10,11
2026-06-08,6227,53,4,19027,108,2331,2390,,0,33,0,19027,5,54,26
2026-06-08,1515,70,2,45368,130,2174,2236,X ,0,0,0,45368,0,0,0
2026-06-08,5521,63,11,123070,192,14947,15087, ,0,0,0,123070,0,11,11
2026-06-08,6269,392,122,80957,972,8307,9009, ,6,12,0,80957,82,182,112
2026-06-08,6770,5349,480,1069968,16097,134732,145960, ,14322,1659,0,1069968,931,4077,4805
2026-06-08,1589,0,4,0,0,1616,1620,OX!,0,0,0,0,0,0,0
2026-06-08,1102,129,0,886640,37,2459,2367, ,0,0,0,886640,0,4,4
2026-06-08,4906,1855,9,111702,3152,33857,35163, ,6,403,5,111702,5,112,515
2026-06-08,1712,12,0,105123,55,454,497, ,0,0,0,105123,0,3,3
2026-06-08,1218,9,0,124999,44,1456,1491,X ,0,0,0,124999,0,0,0
2026-06-08,1590,4,0,49999,12,181,189, ,2,0,0,49999,0,1,1
